,id,detection_label,xmin,ymin,xmax,ymax
0,001bd15d1891,1,93.63129089201877,192.0,200.89889652582158,394.24
1,00326161e51e,1,98.02391108603666,79.8624810958904,204.60559526093087,274.88294136986303
2,004cbd797cd1,1,88.16011807486632,200.29186482113005,235.89730395721926,404.11418789702435
3,007b2567d83e,1,50.734002369534544,94.85766794520548,199.39404908321578,365.5767934246575
4,007cf31356c6,1,379.3615218045112,244.05333284403665,498.950114887218,418.9866656880734
5,008ff73b4ef3,1,348.539649924812,134.07715376146788,459.27085353383455,399.79819743119265
6,00b767b49fcd,1,113.75827384399157,202.24,236.71503246661985,343.8933326008584
7,00b8180bd3a8,1,327.27862930481285,279.55340538950185,463.93506737967914,419.9501784286192
8,00e37a390f0f,1,364.2293227225131,66.68176704402516,498.4186219895288,342.68629333333337
9,010214f9b600,0,0.0,0.0,1.0,1.0
10,010776c711bc,0,0.0,0.0,1.0,1.0
11,0133bf9a5f5c,1,387.7240164739069,121.17333260273973,492.45413461212974,261.12
12,015484acb9cf,1,284.8377663187588,71.2738498630137,436.07109325811,317.7177994520548
13,015484acb9cf,1,140.35592665726375,70.18097095890408,241.17814521861774,144.49666191780824
14,01685340af75,1,323.86232219255095,163.90759498712447,445.9475294448349,355.6963697167382
15,016e884581b8,0,0.0,0.0,1.0,1.0
16,018343ac5c25,1,284.3292559624413,174.93333394285713,444.1790422535211,298.6666678857143
17,0199e056a941,1,54.9873930729912,316.58666666666664,189.65040677162133,441.1733333333333
18,01a869686037,1,251.30666666666664,50.01268818390805,395.9466738983051,309.90563898850576
19,01ddea932ac2,1,45.93024721804512,184.47534825688072,123.38021172932329,396.13654311926604
20,01e4def48338,1,190.96141740112992,69.4497780229885,300.062788700565,388.1812788965517
21,01e66c5fc9f3,1,108.00671273698264,127.39016975098293,170.385545740988,283.6233931323722
22,01e7fdcf87fc,1,67.23829312127236,116.89732071570576,192.3030928031809,341.5034885089463
23,01fc054e43dd,0,0.0,0.0,1.0,1.0
24,02366ec75168,1,247.84956479548657,141.6533326027397,423.5712595768689,466.7733326027397
25,023b985092de,1,94.33024140865739,281.1615429599346,155.47694579603817,391.03011165985276
26,025bf835bba6,0,0.0,0.0,1.0,1.0
27,025c5bde94c7,0,0.0,0.0,1.0,1.0
28,0283ed37496d,1,30.299431985065336,285.6493969634489,210.63048363410084,402.73280839737583
29,02a1efc9a703,0,0.0,0.0,1.0,1.0
30,02c054cac191,1,306.39495849056607,241.03233618390806,356.628920754717,370.50360055172416
31,02d302d64d58,1,353.81132158311345,80.02013382585753,436.246595883905,257.7710877044855
32,02d302d64d58,1,121.96226364116096,82.59623176781002,196.34718902374672,234.26414437994723
33,030729b6b204,1,113.99639887323944,254.20420937142856,230.39026929577463,385.09740068571426
34,0317553424d7,1,7.909372631578947,75.52845211009175,167.1513972932331,355.40409688073396
35,035e8786afef,0,0.0,0.0,1.0,1.0
36,035f51150531,1,133.1035894339623,343.90943337931037,189.13377811320754,399.29556891954024
37,039adaff232e,1,129.70666543619322,87.0293512982456,241.91999630857964,351.7760089824561
38,039c86552c5a,1,129.6797901812191,185.44880817133446,182.53718352553543,272.7978997034596
39,039c86552c5a,1,357.23534550247115,160.81189957166393,425.32281357495884,274.5896867215816
40,03d2a0aeaba5,1,54.98774581132075,245.87570611494252,137.29197283018868,413.6497184367816
41,03dc2e91e74d,1,337.52353569811316,69.97333333333334,484.60278098113207,420.6933333333333
42,03ef29864757,1,142.50667392670155,206.02766893081764,228.26666387434557,302.3845635220126
43,03ef29864757,1,351.99997989528794,114.79614188679246,451.41330596858637,301.35950088050316
44,03f4cfb9345d,0,0.0,0.0,1.0,1.0
45,041089ce263a,1,270.0000081241185,109.30336657534245,411.66666019746117,371.53622136986303
46,041089ce263a,1,98.6666660648801,127.9186630136986,190.0000045133992,415.64640219178085
47,041c956d9bd7,1,400.5452027169811,154.85606694252874,511.2790762264151,401.67713397701147
48,041e01732a79,1,135.66849732330826,271.88404139449545,177.26118303759398,371.1789046605505
49,0424649a0330,1,135.3859597740113,178.90381462068967,244.01753672316391,294.03413627586207
50,042e8fe12700,1,326.4012698485941,201.66005670175437,427.09593332372026,280.699966877193
51,044839a5b51f,1,136.60445044854882,103.49834929392448,235.7100631134565,363.3003360262726
52,044839a5b51f,1,348.3918015831135,181.65016591133005,449.5338283905014,371.32673681444993
53,04a4a5b779fc,1,103.89548504765536,177.22317863501485,182.020559786504,431.3126459686308
54,04aac8fba348,0,0.0,0.0,1.0,1.0
55,04c1af6cb8df,1,319.5771236090226,211.14097467889908,371.5445221052631,379.1093299082569
56,04c1af6cb8df,1,171.4147813533835,242.17127779816514,220.61795007518796,333.23845431192655
57,04f41a8958f7,1,185.64102610328638,334.7608098955823,262.2222137089202,449.75754589558227
58,051c0c15073e,1,167.79349036211696,143.63120317880794,261.4590431197771,313.03824317880793
59,055ab8efe60a,0,0.0,0.0,1.0,1.0
60,0572ef0d0c1a,1,307.1075698153034,49.078432577996715,410.62950332453823,225.53301963875205
61,057889fefcb8,1,104.60028928,277.3454677333333,222.49510741333333,373.29178282666663
62,05801635f7db,1,50.619979313984174,81.85069917460316,188.77034385224275,341.96440787301583
63,05be0f039257,1,322.5354015819209,92.0604748505747,368.79837770244825,142.21164285057472
64,05c5bab5cf9d,1,281.07017078014184,142.9666766812227,393.07017078014184,368.51483202328967
65,05cb1e76a2e1,1,94.56884306394937,124.50818417167383,205.32400303583975,320.04989472961375
66,05ccf13c1980,0,0.0,0.0,1.0,1.0
67,05ef4358baa9,1,45.77235969924812,151.04,190.537472481203,404.48
68,06917801a47e,1,369.7959473548387,114.80860753235906,500.8284077419355,391.3929764342379
69,06cda92a097d,1,298.23569082706763,239.52272,341.3333172932331,304.73062899082566
70,072726117f1a,0,0.0,0.0,1.0,1.0
71,077209acb6e4,1,292.78405966101695,221.36345158620693,429.93021107344634,380.0870708965517
72,077c85f226d8,1,114.66666722513087,25.158277232704403,243.99999664921467,225.76834817610063
73,077f7a878b5f,1,108.18667229551453,87.04,243.93421846965703,426.6666666666667
74,07d26e1998f3,1,282.6968011283498,55.427522191780824,397.2221887729196,273.37981369863013
75,07fe0210c4d2,1,139.66666638522426,289.48835758730155,180.33333699208444,342.4280401269841
76,0811fe666ab0,0,0.0,0.0,1.0,1.0
77,0839e8367909,1,1.7793475193253687,176.06324038972545,119.52365650035138,346.72989874224976
78,085170457a04,1,326.7804763909774,228.4498422018349,404.41070436090223,356.60460477064225
79,08535cbd2884,0,0.0,0.0,1.0,1.0
80,087837197282,1,88.31999664921466,139.91044427672955,139.52000335078532,205.5151396226415
81,087837197282,1,383.14666722513084,112.74599647798743,447.57332774869104,324.93617509433966
82,08acae0bf785,0,0.0,0.0,1.0,1.0
83,08d165dbcbde,1,44.55460807511738,279.89333394285717,146.91454497652583,396.8
84,0936faae80ed,1,82.71276397905758,127.30810836772982,222.6940917277487,352.40360745465915
85,093e5e69a2af,1,305.2985861777151,147.27972821917808,450.97046115655854,380.9558312328767
86,095ccce075d9,1,86.47579983074753,99.48247232876712,236.22657624823697,423.40015342465756
87,0965160ad057,1,41.93312041939711,167.90395638269987,218.1550989252949,295.88999213630416
88,09beb16a091e,1,354.66912360902256,200.0101137614679,441.6677136842105,367.0088601834862
89,09cf9767a7bf,1,88.84462126939351,213.2812273972603,170.94821190409027,297.4805391780822
90,0a0bb7af0cab,1,323.1754487958115,66.83349735849056,441.49126198952877,309.1082183647799
91,0a0bb7af0cab,1,121.91227643979059,43.567029937106916,218.75437068062828,311.13141333333334
92,0a3ff348b17f,1,328.52996874471086,190.31155287671234,430.28389190409024,278.5497534246576
93,0a5f36296cb0,1,18.13455186440678,112.51917462068965,193.20845740112992,334.53688055172415
94,0a677ac5768f,1,41.57476179871521,293.26504168511246,240.96185284796576,468.78832416993936
95,0a6dabd47dcb,0,0.0,0.0,1.0,1.0
96,0ac7cf154967,1,57.91227669172933,163.52293871559633,112.64911518796994,359.2660579816514
97,0ac8924c4eee,0,0.0,0.0,1.0,1.0
98,0b2269d46515,1,341.1462976784427,146.77333333333334,423.9079415140591,335.36
99,0b2c2e6d7192,1,265.3677473684211,203.09333284403672,391.2504757894737,390.8266656880734
100,0b4a60630af2,1,328.3544188411215,92.12979490909089,470.57901099065424,388.9085585454546
101,0b55cd36e5cc,1,21.626357773635156,86.42935818859272,181.3670471584554,378.5981652049298
102,0b7ca4c86b9f,1,392.7447152941176,272.8110822134952,462.95320470588234,392.5525971581578
103,0b9add7616b0,1,264.01595937940766,107.52,418.65105331452753,393.3866673972603
104,0b9ba021bb79,1,329.93110736842107,115.6353746788991,422.4163344360902,369.89388623853205
105,0bd6cd815ba9,0,0.0,0.0,1.0,1.0
106,0c047aa4af8f,1,350.6515149340369,172.01049852216747,434.5062720844327,297.434835862069
107,0c1403037838,1,357.2730583921015,245.89932054794522,446.7835486600846,436.07073972602734
108,0c1ba97ad7c8,0,0.0,0.0,1.0,1.0
109,0c22dc834dea,1,28.617630395778363,63.146666666666675,152.73372538258576,338.7733333333333
110,0c32f2afac92,1,359.7354473822976,192.85333333333332,468.08949634651606,389.9733333333333
111,0c32f2afac92,1,60.53846056497175,104.10666666666667,152.814166779661,302.93333333333334
112,0c56c67b75b3,1,119.95220790960451,124.96310068965519,143.4103430508475,151.73073875862067
113,0c65c1436864,1,341.4966515877437,134.27283920529803,458.59523208913646,366.6610331125828
114,0c7b15362352,0,0.0,0.0,1.0,1.0
115,0d2cb1c212ff,1,338.77333394945845,268.67969788423153,437.7600221805054,360.091531497006
116,0d8880eafa68,0,0.0,0.0,1.0,1.0
117,0e449f567083,0,0.0,0.0,1.0,1.0
118,0e601185ac46,0,0.0,0.0,1.0,1.0
119,0e7027655230,1,63.80070555317631,90.18862111942958,226.79341681655956,349.1815960641711
120,0ee216baabd5,1,320.53581403773586,120.21118234482759,427.2223118490566,297.78116266666666
121,0f0b5a304a47,1,338.0646363841808,66.56,422.65070101694914,360.96
122,0f453db5fed6,1,22.199307193229902,193.40793424657537,194.17421630465446,461.1027375342466
123,0f5af2c75ba0,1,48.31111943582511,116.61015671232879,109.2806715937941,290.73232
124,0f753ccffca5,1,50.581922110817935,6.472819178981937,206.07558923482856,308.1061937602627
125,0fee4da39e93,1,312.7618083006797,186.02666739914164,460.6297011435425,324.2666673991416
126,100611817cc6,1,364.73306760365426,213.95454461802578,479.984055319747,397.70874286695283
127,1018aa051dd9,1,315.64487286153843,141.3997896636328,445.63253956923074,377.7467557736447
128,10336427905f,0,0.0,0.0,1.0,1.0
129,105deb886dcf,1,380.51232484033613,264.9875416374745,480.5169461781512,491.1257036904277
130,10dbfcaff3a8,0,0.0,0.0,1.0,1.0
131,10e7609e721a,1,41.5932446943078,178.07931769957082,174.0008342937456,309.045841304721
132,10fb3cdeaed5,1,117.01088253298153,266.83434047493404,169.01571715039577,306.45707313984167
133,11224d561d88,1,77.5024397740113,186.96766013793103,156.35401401129943,270.15490427586207
134,114f7ffd769b,1,168.22806577777777,217.59999573333334,204.43860266666664,347.4526250666667
135,115dafa39d2a,0,0.0,0.0,1.0,1.0
136,1160b9f2f639,1,344.26645534591194,293.8899826927887,418.56937459119496,363.64198789495623
137,11a08a748401,0,0.0,0.0,1.0,1.0
138,11b670d7c7a9,1,286.473940386975,88.82153486166008,417.6337729117508,386.42471968379454
139,11b670d7c7a9,1,132.39770306748466,282.2891332806324,194.3207493345918,354.26520284584984
140,11c14051dff5,1,154.1644475035261,231.58705095890411,216.1513126093089,315.80050410958904
141,11c63a24c216,1,349.8136646037736,202.400896,470.30502641509435,424.11605333333335
142,11dba0bc2b8e,0,0.0,0.0,1.0,1.0
143,11df831cbf94,1,104.74355585687381,177.46312386206898,205.5811784557439,372.29496643678164
