,id,detection_label,xmin,ymin,xmax,ymax
0,0012ff7358bc,1,113.49481214659686,39.84435119496855,258.88499769633506,241.0583667924528
1,0012ff7358bc,1,300.34607581151835,81.01685534591195,403.7223840837696,323.40337106918236
2,001398f4ff4f,1,326.45981308411217,317.2848450909091,439.8654349158879,405.13939054545455
3,0022227f5adf,1,311.76712393442625,102.5019664434817,374.8904019934426,183.06868732571877
4,004cbd797cd1,1,277.1406014973262,191.67097965897693,427.9556637433154,410.8877390571714
5,004cbd797cd1,1,88.16011807486632,200.29186482113005,235.89730395721926,404.11418789702435
6,006e2ac85d57,1,133.4745414248021,108.03966528735631,217.9389011081794,374.1086308045978
7,006e2ac85d57,1,318.5661906068602,110.63545904761908,410.3299394195251,300.7774308045977
8,007cf31356c6,1,77.94237353383458,296.96,229.70096962406015,423.25333284403666
9,007cf31356c6,1,379.3615218045112,244.05333284403665,498.950114887218,418.9866656880734
10,00fb65888ddf,1,346.3961720300752,132.248879266055,451.73586887218045,299.043872293578
11,00fb65888ddf,1,102.4,99.3681453211009,216.55885714285716,298.44605504587156
12,010a18b0c868,1,87.3287666490765,145.51479487684728,194.28768422163589,436.3227407553366
13,010a18b0c868,1,358.23287725593667,176.06874587848935,452.91778026385225,415.589733727422
14,018f32c6644f,1,358.2027752891396,146.7733326027397,479.80217410437245,445.44000000000005
15,018f32c6644f,1,119.22129963328632,141.6533326027397,232.38605811001412,420.6933326027397
16,01a869686037,1,43.09333333333334,81.26234335632184,168.10666666666665,305.2182068965517
17,01a869686037,1,251.30666666666664,50.01268818390805,395.9466738983051,309.90563898850576
18,01d83be76fbb,1,312.3959615271266,203.92205772696704,409.37645352980576,296.5050688903833
19,022085a0b648,1,82.21514030163934,305.3138920204805,163.29880760655738,413.74319514769593
20,022085a0b648,1,283.64940674098364,334.71844524615994,379.01201038688527,448.0484958172509
21,0286138dab9b,1,121.07017067545306,148.00245342882718,161.4912210873147,316.8630305461056
22,0286138dab9b,1,366.9649080724877,122.83353267681291,419.1754206260297,320.0663399820949
23,02c054cac191,1,57.15722264150944,275.7541752643678,162.4553358490566,394.6323361839081
24,02c054cac191,1,306.39495849056607,241.03233618390806,356.628920754717,370.50360055172416
25,02e0b0db9231,1,99.24737709065354,191.2742191244635,245.65403434996486,352.29225091845495
26,02e0b0db9231,1,337.814399550246,254.68397541630904,414.22584264230505,384.3533656995709
27,0317553424d7,1,7.909372631578947,75.52845211009175,167.1513972932331,355.40409688073396
28,035750d2cc67,1,358.54385577464785,223.2012032,420.859620657277,358.49624868571425
29,035750d2cc67,1,78.9649081690141,180.66526354285713,144.64912525821597,338.50946011428573
30,0424649a0330,1,308.85964474576275,186.09945820689654,407.3859507344633,335.15207062068964
31,0424649a0330,1,135.3859597740113,178.90381462068967,244.01753672316391,294.03413627586207
32,042e8fe12700,1,326.4012698485941,201.66005670175437,427.09593332372026,280.699966877193
33,0439f052b73b,1,353.98545511988715,126.29333260273974,469.96175977433006,400.21333260273974
34,0439f052b73b,1,69.31634369534557,75.09333260273974,202.1619290267983,353.28000000000003
35,0449b62bc0b6,1,300.4385923024983,95.48878918754747,432.6491337204592,357.32567082763853
36,046fd0c18f22,1,88.99717235543017,202.24,211.29945726375178,399.35999999999996
37,046fd0c18f22,1,292.1314265726375,238.08,413.73082538787025,372.90666739726026
38,04a4a5b779fc,1,349.98946793747615,217.76166958880881,439.8333033015631,474.02284167867754
39,04a4a5b779fc,1,103.89548504765536,177.22317863501485,182.020559786504,431.3126459686308
40,04bfc50a592b,1,110.26294813397129,179.4218297098311,166.86853249487356,315.12998194889565
41,04bfc50a592b,1,376.9721088174983,156.1575763707233,415.72907220779217,205.91722657427457
42,04bfc50a592b,1,335.15537848257003,268.60147305326984,411.1394436637047,347.4414460285838
43,04ee818a03d6,1,350.7628869214131,277.24197726315793,439.27676400865175,356.77591354385964
44,056df0ed9048,1,356.42152312247646,114.34666666666666,453.9306482907133,351.5733333333333
45,056df0ed9048,1,102.38459176312246,55.46666666666667,210.15783537012118,325.97333333333336
46,058648c8a669,1,147.095688913649,335.67945960264905,297.3038850139276,435.51873483443705
47,05b8ef849c25,1,318.72,112.4657852631579,421.97333456380676,354.3715570526316
48,05b8ef849c25,1,99.83999261715934,125.96268014035087,209.92000738284068,360.60090835087715
49,05c5bab5cf9d,1,126.96490868400315,123.78212114507522,217.91228368794324,361.7742886754003
50,05c5bab5cf9d,1,281.07017078014184,142.9666766812227,393.07017078014184,368.51483202328967
51,05d9bb69dbb2,1,64.64911873350925,199.40056275862074,173.28068897097626,399.0707830541872
52,05d9bb69dbb2,1,362.3333285488127,185.25070502463052,410.7543793139842,338.27879934318554
53,05e9bb2ea225,1,106.87650271257908,128.97210585117227,138.771585888967,233.6788067686035
54,05e9bb2ea225,1,45.324587716092765,203.6466534556575,101.28086982431482,397.638132517839
55,05e9bb2ea225,1,344.6907052705551,184.16632693170234,388.89616820801126,331.0803663200815
56,06917801a47e,1,369.7959473548387,114.80860753235906,500.8284077419355,391.3929764342379
57,06917801a47e,1,165.40768206451608,44.6477916993737,222.52440361290323,144.38051968267226
58,06917801a47e,1,46.134530064516134,240.05435964926934,149.1686193548387,340.9467665636743
59,06917801a47e,1,69.09321083870967,133.94337509812107,141.88902812903225,229.6172278914405
60,06f6423be3f9,1,377.00236496042214,147.19935324538258,472.2954807387863,232.71881625329814
61,06f6423be3f9,1,55.937869340369396,157.95037044854882,204.00871007915566,238.58300622691297
62,070f57210fa7,1,63.3352851159522,234.86238324463523,139.4782268446943,411.4788795879828
63,070f57210fa7,1,286.38025219957836,315.655044944206,411.7469296978215,432.14680995708153
64,0748e24c162d,1,337.97595643979054,156.85355874213838,462.75847371727747,402.1989916981133
65,07fe0210c4d2,1,341.3333327704485,242.56454907936507,413.33331250659626,385.7423278730158
66,07fe0210c4d2,1,139.66666638522426,289.48835758730155,180.33333699208444,342.4280401269841
67,0839e8367909,1,1.7793475193253687,176.06324038972545,119.52365650035138,346.72989874224976
68,086f1ab39050,1,75.18161717514124,221.37041655172413,155.78101152542374,350.17952220689654
69,086f1ab39050,1,378.4898874576271,234.9633368275862,460.14980158192094,354.0632297931034
70,087837197282,1,88.31999664921466,139.91044427672955,139.52000335078532,205.5151396226415
71,087837197282,1,383.14666722513084,112.74599647798743,447.57332774869104,324.93617509433966
72,08a68d025467,1,77.0,129.23060217356044,185.66667284210524,318.665579756691
73,08a68d025467,1,303.3333338947369,171.96647604217355,399.3333541052632,334.28061015409565
74,094788a1dcc6,1,330.60217583113456,169.63482511873352,422.8488578364116,237.73639767810022
75,0965160ad057,1,336.49394579292266,77.22038521625163,459.33481436435125,292.67426306684143
76,0965160ad057,1,95.95737750982964,81.72240524246398,167.3465725819135,155.68418390563565
77,0965160ad057,1,41.93312041939711,167.90395638269987,218.1550989252949,295.88999213630416
78,0980c2cdb557,1,278.712539342723,210.6063100289855,380.59815812206574,399.88631373913046
79,0980c2cdb557,1,126.65365032863852,244.43346550724638,191.90969239436615,402.9269444637681
80,09c909226d35,1,80.14830099366182,90.16244218905473,198.2615893682274,394.2514270248757
81,0a2d3681339d,1,10.346055593220338,35.839999999999996,105.41799532956685,269.6533333333333
82,0a2d3681339d,1,315.1355094538606,267.09333333333336,368.26394636534826,360.10666666666674
83,0b49d75e3b51,1,126.0000009026798,71.26341260273972,231.33332761636112,321.7605698630137
84,0b49d75e3b51,1,309.3333339351199,69.6446904109589,419.3333565021157,302.7405808219178
85,0b55cd36e5cc,1,21.626357773635156,86.42935818859272,181.3670471584554,378.5981652049298
86,0b55cd36e5cc,1,363.80315304394134,163.4642369045572,451.09313312383483,341.959633040986
87,0ca90a4d1e11,1,358.6279030985915,230.82745782857145,451.50026215962436,385.6623232
88,0ca90a4d1e11,1,97.18043042253522,104.48979565714289,142.44596431924884,376.1632548571429
89,0d3693337282,1,126.07170133333335,41.479438110236224,226.023904,143.24660812598424
90,0d3693337282,1,59.77689066666666,361.23650418897637,92.41434133333333,396.50808340157477
91,0d3910133fbe,1,305.1795554617414,93.48436114285714,401.58273350923486,305.1225681269841
92,0d3910133fbe,1,90.79039831134565,86.12678095238095,206.97780517150392,331.95602895238096
93,0d4d35b492ba,1,337.99382098113205,264.6730372413793,397.0504839245283,382.8832926896552
94,0d4d35b492ba,1,94.91246128301889,235.76291898850576,163.46034596226414,417.5754372413794
95,0dcc9cfc44b6,1,78.58190222222223,311.9046956715379,121.52842028490028,374.4169383994433
96,0df0bf2aa8dc,1,295.88844653860093,288.8619958477509,399.92029761507797,393.5335197231834
97,0e2691505e53,1,341.8190843192488,331.09333394285716,402.81438948356805,449.7066678857143
98,0e2691505e53,1,82.41376300469483,278.1866660571429,219.82847399061032,387.4133321142857
99,0e2691505e53,1,301.15554704225354,202.24,362.85194816901407,272.21333394285716
100,0e7027655230,1,63.80070555317631,90.18862111942958,226.79341681655956,349.1815960641711
101,0e7027655230,1,283.9207669950036,133.2876074438503,439.72262646680946,349.979742916221
102,0ead88a9e781,1,63.08717155555556,187.34198727559055,85.59742044444444,215.41773908661418
103,0ead88a9e781,1,229.21280177777783,272.59022916535434,326.90726755555556,417.56328516535433
104,0ead88a9e781,1,2.251024,307.8125616377953,121.163616,419.60515527559056
105,0edcec25f01f,1,109.40904211320755,115.29698133333335,185.8591009811321,351.4418714482759
106,0edcec25f01f,1,297.84227139622647,79.87526179310343,383.4447770566038,185.4845116321839
107,0f77ad2f9a12,1,53.657369022556395,158.6186480733945,193.38645413533834,418.094815412844
108,0f77ad2f9a12,1,294.8685257142857,235.15479926605508,368.81272180451117,385.7380667889908
109,0fd5fc2836e8,1,72.19870492146596,176.8516427672956,131.08752586387436,392.5526802515723
110,103a2ee89a54,1,48.0567952183908,27.043575547169812,188.5884189425287,201.29237132075465
111,103a2ee89a54,1,339.65991429885054,42.697131471698114,443.5529357241379,219.8294774339623
112,11c908b4554b,1,374.4314889642185,254.0048051494253,449.2088250094162,350.7715074942529
113,11ce8c7f7ccf,1,342.3141062910798,340.93081782857143,423.6676492018779,481.8113316571429
114,11ce8c7f7ccf,1,114.78878647887323,329.6603776,202.09501446009384,484.22642651428566
115,11df831cbf94,1,104.74355585687381,177.46312386206898,205.5811784557439,372.29496643678164
116,11df831cbf94,1,331.1642347269303,204.64896735632183,417.1545829001883,385.1327499770115
117,11fba2355a5f,1,285.66666626415093,120.96168901149424,402.3333530566038,333.36782271264366
118,11fba2355a5f,1,109.66666626415096,107.15325940229886,209.00000241509431,339.4597693793104
119,12384ae3a66c,1,75.02102785340314,204.9453504402516,202.37274806282727,305.9645262893082
